yearID,teamID,R,RA,RperG,RAperG,W,L,WPct,WinRatio,RunsRatio
1906,CHN,705,381,4.6382,2.5066,116,36,0.7632,3.2222,1.8504
1902,PIT,775,440,5.5755,3.1655,103,36,0.7410,2.8611,1.7614
1909,PIT,699,447,4.5987,2.9408,110,42,0.7237,2.6190,1.5638
1954,CLE,746,504,4.8442,3.2727,111,43,0.7208,2.5814,1.4802
2001,SEA,927,627,5.7222,3.8704,116,46,0.7160,2.5217,1.4785
1927,NYA,975,599,6.3312,3.8896,110,44,0.7143,2.5000,1.6277
1907,CHN,574,390,3.7763,2.5658,107,45,0.7039,2.3778,1.4718
1931,PHA,858,626,5.6447,4.1184,107,45,0.7039,2.3778,1.3706
1998,NYA,965,656,5.9568,4.0494,114,48,0.7037,2.3750,1.4710
1939,NYA,967,556,6.4040,3.6821,106,45,0.7020,2.3556,1.7392
1932,NYA,1002,724,6.5065,4.7013,107,47,0.6948,2.2766,1.3840
1995,CLE,840,607,5.8333,4.2153,100,44,0.6944,2.2727,1.3839
1929,PHA,901,615,6.0067,4.1000,104,46,0.6933,2.2609,1.4650
1904,NY1,744,476,4.8627,3.1111,106,47,0.6928,2.2553,1.5630
1912,BOS,799,544,5.2566,3.5789,105,47,0.6908,2.2340,1.4688
1942,SLN,755,482,4.9026,3.1299,106,48,0.6883,2.2083,1.5664
1905,NY1,780,505,5.0980,3.3007,105,48,0.6863,2.1875,1.5446
1919,CIN,577,401,4.1214,2.8643,96,44,0.6857,2.1818,1.4389
1912,NY1,823,571,5.4503,3.7815,103,48,0.6821,2.1458,1.4413
1943,SLN,679,475,4.4091,3.0844,105,49,0.6818,2.1429,1.4295
1944,SLN,772,490,5.0130,3.1818,105,49,0.6818,2.1429,1.5755
1953,BRO,955,689,6.2013,4.4740,105,49,0.6818,2.1429,1.3861
1910,PHA,673,441,4.4867,2.9400,102,48,0.6800,2.1250,1.5261
1909,CHN,635,390,4.1503,2.5490,104,49,0.6797,2.1224,1.6282
1910,CHN,712,499,4.6234,3.2403,104,50,0.6753,2.0800,1.4269
1942,BRO,742,510,4.8182,3.3117,104,50,0.6753,2.0800,1.4549
1946,BOS,792,594,5.1429,3.8571,104,50,0.6753,2.0800,1.3333
1961,NYA,827,612,5.1049,3.7778,109,53,0.6728,2.0566,1.3513
1969,BAL,779,517,4.8086,3.1914,109,53,0.6728,2.0566,1.5068
1911,PHA,861,601,5.7020,3.9801,101,50,0.6689,2.0200,1.4326
1915,BOS,669,499,4.4305,3.3046,101,50,0.6689,2.0200,1.3407
1942,NYA,801,507,5.2013,3.2922,103,51,0.6688,2.0196,1.5799
1954,NYA,805,563,5.2273,3.6558,103,51,0.6688,2.0196,1.4298
1936,NYA,1065,731,6.9608,4.7778,102,51,0.6667,2.0000,1.4569
1970,BAL,792,574,4.8889,3.5432,108,54,0.6667,2.0000,1.3798
1975,CIN,840,586,5.1852,3.6173,108,54,0.6667,2.0000,1.4334
1986,NYN,783,578,4.8333,3.5679,108,54,0.6667,2.0000,1.3547
1913,NY1,684,515,4.5000,3.3882,101,51,0.6645,1.9804,1.3282
1930,PHA,951,751,6.1753,4.8766,102,52,0.6623,1.9615,1.2663
1937,NYA,979,671,6.3571,4.3571,102,52,0.6623,1.9615,1.4590
1903,BOS,708,504,5.1304,3.6522,91,47,0.6594,1.9362,1.4048
1928,NYA,894,685,5.8052,4.4481,101,53,0.6558,1.9057,1.3051
1931,SLN,815,614,5.2922,3.9870,101,53,0.6558,1.9057,1.3274
1934,DET,958,708,6.2208,4.5974,101,53,0.6558,1.9057,1.3531
1941,NYA,830,631,5.3896,4.0974,101,53,0.6558,1.9057,1.3154
1953,NYA,801,547,5.3046,3.6225,99,52,0.6556,1.9038,1.4644
1998,ATL,826,581,5.0988,3.5864,106,56,0.6543,1.8929,1.4217
1940,CIN,707,528,4.6209,3.4510,100,53,0.6536,1.8868,1.3390
1914,PHA,749,529,4.9276,3.4803,99,53,0.6513,1.8679,1.4159
1933,WS1,850,665,5.5921,4.3750,99,53,0.6513,1.8679,1.2782
1938,NYA,966,710,6.3553,4.6711,99,53,0.6513,1.8679,1.3606
1918,CHN,538,393,4.1705,3.0465,84,45,0.6512,1.8667,1.3690
1903,PIT,793,613,5.6643,4.3786,91,49,0.6500,1.8571,1.2936
1915,DET,778,597,5.0519,3.8766,100,54,0.6494,1.8519,1.3032
1917,CHA,656,464,4.2597,3.0130,100,54,0.6494,1.8519,1.4138
1935,CHN,847,597,5.5000,3.8766,100,54,0.6494,1.8519,1.4188
1941,BRO,800,581,5.1948,3.7727,100,54,0.6494,1.8519,1.3769
1994,MON,585,454,5.1316,3.9825,74,40,0.6491,1.8500,1.2885
2004,SLN,855,659,5.2778,4.0679,105,57,0.6481,1.8421,1.2974
1911,NY1,756,542,4.9412,3.5425,99,54,0.6471,1.8333,1.3948
1963,NYA,714,547,4.4348,3.3975,104,57,0.6460,1.8246,1.3053
1909,DET,666,493,4.3816,3.2434,98,54,0.6447,1.8148,1.3509
1923,NYA,823,622,5.4145,4.0921,98,54,0.6447,1.8148,1.3232
1929,CHN,982,758,6.4605,4.9868,98,54,0.6447,1.8148,1.2955
1908,CHN,624,461,4.0519,2.9935,99,55,0.6429,1.8000,1.3536
1984,DET,829,643,5.1173,3.9691,104,58,0.6420,1.7931,1.2893
1988,OAK,800,620,4.9383,3.8272,104,58,0.6420,1.7931,1.2903
1993,ATL,767,559,4.7346,3.4506,104,58,0.6420,1.7931,1.3721
1979,BAL,757,582,4.7610,3.6604,102,57,0.6415,1.7895,1.3007
1921,NYA,948,708,6.1961,4.6275,98,55,0.6405,1.7818,1.3390
1928,PHA,829,615,5.4183,4.0196,98,55,0.6405,1.7818,1.3480
1955,BRO,857,650,5.6013,4.2484,98,55,0.6405,1.7818,1.3185
2002,NYA,897,697,5.5714,4.3292,103,58,0.6398,1.7759,1.2869
1971,BAL,742,530,4.6962,3.3544,101,57,0.6392,1.7719,1.4000
1908,NY1,652,456,4.2338,2.9610,98,56,0.6364,1.7500,1.4298
1908,PIT,585,469,3.7987,3.0455,98,56,0.6364,1.7500,1.2473
1917,NY1,635,457,4.1234,2.9675,98,56,0.6364,1.7500,1.3895
1920,CLE,857,642,5.5649,4.1688,98,56,0.6364,1.7500,1.3349
1943,NYA,669,542,4.3442,3.5195,98,56,0.6364,1.7500,1.2343
1945,CHN,735,532,4.7727,3.4545,98,56,0.6364,1.7500,1.3816
1950,NYA,914,691,5.9351,4.4870,98,56,0.6364,1.7500,1.3227
1951,NYA,798,621,5.1818,4.0325,98,56,0.6364,1.7500,1.2850
1957,NYA,723,534,4.6948,3.4675,98,56,0.6364,1.7500,1.3539
1925,WS1,829,670,5.4901,4.4371,96,55,0.6358,1.7455,1.2373
1968,DET,671,492,4.1420,3.0370,103,59,0.6358,1.7458,1.3638
1980,NYA,820,662,5.0617,4.0864,103,59,0.6358,1.7458,1.2387
1990,OAK,733,570,4.5247,3.5185,103,59,0.6358,1.7458,1.2860
1993,SFN,808,636,4.9877,3.9259,103,59,0.6358,1.7458,1.2704
1999,ATL,840,661,5.1852,4.0802,103,59,0.6358,1.7458,1.2708
2002,OAK,800,654,4.9383,4.0370,103,59,0.6358,1.7458,1.2232
2009,NYA,915,753,5.6481,4.6481,103,59,0.6358,1.7458,1.2151
1941,SLN,734,589,4.7974,3.8497,97,56,0.6340,1.7321,1.2462
1906,NY1,625,510,4.1118,3.3553,96,56,0.6316,1.7143,1.2255
2002,ATL,708,565,4.4250,3.5313,101,59,0.6313,1.7119,1.2531
1939,CIN,767,595,4.9805,3.8636,97,57,0.6299,1.7018,1.2891
1947,NYA,794,568,5.1558,3.6883,97,57,0.6299,1.7018,1.3979
1949,NYA,829,637,5.3831,4.1364,97,57,0.6299,1.7018,1.3014
1949,BRO,879,651,5.7078,4.2273,97,57,0.6299,1.7018,1.3502
1954,NY1,732,550,4.7532,3.5714,97,57,0.6299,1.7018,1.3309
1956,NYA,857,631,5.5649,4.0974,97,57,0.6299,1.7018,1.3582
1960,NYA,746,627,4.8442,4.0714,97,57,0.6299,1.7018,1.1898
1965,MIN,774,600,4.7778,3.7037,102,60,0.6296,1.7000,1.2900
1970,CIN,775,681,4.7840,4.2037,102,60,0.6296,1.7000,1.1380
1974,LAN,798,561,4.9259,3.4630,102,60,0.6296,1.7000,1.4225
1976,CIN,857,633,5.2901,3.9074,102,60,0.6296,1.7000,1.3539
1977,KCA,822,651,5.0741,4.0185,102,60,0.6296,1.7000,1.2627
1998,HOU,874,620,5.3951,3.8272,102,60,0.6296,1.7000,1.4097
2001,OAK,884,645,5.4568,3.9815,102,60,0.6296,1.7000,1.3705
2011,PHI,713,529,4.4012,3.2654,102,60,0.6296,1.7000,1.3478
1919,CHA,667,534,4.7643,3.8143,88,52,0.6286,1.6923,1.2491
1946,SLN,712,545,4.5641,3.4936,98,58,0.6282,1.6897,1.3064
1905,PIT,692,570,4.5229,3.7255,96,57,0.6275,1.6842,1.2140
1913,PHA,794,592,5.1895,3.8693,96,57,0.6275,1.6842,1.3412
1952,BRO,775,603,5.0654,3.9412,96,57,0.6275,1.6842,1.2852
1967,SLN,695,557,4.3168,3.4596,101,60,0.6273,1.6833,1.2478
1971,OAK,691,564,4.2919,3.5031,101,60,0.6273,1.6833,1.2252
1948,CLE,840,568,5.4194,3.6645,97,58,0.6258,1.6724,1.4789
1937,NY1,732,602,4.8158,3.9605,95,57,0.6250,1.6667,1.2159
1988,NYN,703,532,4.3938,3.3250,100,60,0.6250,1.6667,1.3214
1995,ATL,645,540,4.4792,3.7500,90,54,0.6250,1.6667,1.1944
1951,NY1,781,641,4.9745,4.0828,98,59,0.6242,1.6610,1.2184
1962,SFN,878,690,5.3212,4.1818,103,62,0.6242,1.6613,1.2725
1961,DET,841,671,5.1914,4.1420,101,61,0.6235,1.6557,1.2534
1976,PHI,770,557,4.7531,3.4383,101,61,0.6235,1.6557,1.3824
1977,PHI,847,668,5.2284,4.1235,101,61,0.6235,1.6557,1.2680
1985,SLN,747,572,4.6111,3.5309,101,61,0.6235,1.6557,1.3059
1997,ATL,791,581,4.8827,3.5864,101,61,0.6235,1.6557,1.3614
2003,NYA,877,716,5.4136,4.4198,101,61,0.6235,1.6557,1.2249
2003,ATL,907,740,5.5988,4.5679,101,61,0.6235,1.6557,1.2257
2004,NYA,897,808,5.5370,4.9877,101,61,0.6235,1.6557,1.1101
1920,CHA,794,665,5.1558,4.3182,96,58,0.6234,1.6552,1.1940
1935,SLN,829,625,5.3831,4.0584,96,58,0.6234,1.6552,1.3264
1949,BOS,896,667,5.8182,4.3312,96,58,0.6234,1.6552,1.3433
1949,SLN,766,616,4.9740,4.0000,96,58,0.6234,1.6552,1.2435
1955,NYA,762,569,4.9481,3.6948,96,58,0.6234,1.6552,1.3392
1905,PHA,623,492,4.2095,3.3243,92,56,0.6216,1.6429,1.2663
1919,NY1,605,470,4.3214,3.3571,87,53,0.6214,1.6415,1.2872
2003,SFN,755,638,4.6894,3.9627,100,61,0.6211,1.6393,1.1834
1909,PHA,605,408,3.9542,2.6667,95,58,0.6209,1.6379,1.4828
1923,NY1,854,679,5.5817,4.4379,95,58,0.6209,1.6379,1.2577
1925,PIT,912,715,5.9608,4.6732,95,58,0.6209,1.6379,1.2755
1934,SLN,799,656,5.2222,4.2876,95,58,0.6209,1.6379,1.2180
1994,NYA,670,534,5.9292,4.7257,70,43,0.6195,1.6279,1.2547
1948,BOS,907,720,5.8516,4.6452,96,59,0.6194,1.6271,1.2597
1972,PIT,691,512,4.4581,3.3032,96,59,0.6194,1.6271,1.3496
1962,LAN,842,697,5.1030,4.2242,102,63,0.6182,1.6190,1.2080
1951,BRO,855,672,5.4459,4.2803,97,60,0.6178,1.6167,1.2723
1969,NYN,632,541,3.9012,3.3395,100,62,0.6173,1.6129,1.1682
1977,NYA,831,651,5.1296,4.0185,100,62,0.6173,1.6129,1.2765
1980,BAL,805,640,4.9691,3.9506,100,62,0.6173,1.6129,1.2578
1999,ARI,908,676,5.6049,4.1728,100,62,0.6173,1.6129,1.3432
2005,SLN,805,634,4.9691,3.9136,100,62,0.6173,1.6129,1.2697
2008,LAA,765,697,4.7222,4.3025,100,62,0.6173,1.6129,1.0976
1904,BOS,608,466,3.9481,3.0260,95,59,0.6169,1.6102,1.3047
1920,NYA,838,629,5.4416,4.0844,95,59,0.6169,1.6102,1.3323
1928,SLN,807,636,5.2403,4.1299,95,59,0.6169,1.6102,1.2689
1945,SLN,756,583,4.9091,3.7857,95,59,0.6169,1.6102,1.2967
1950,DET,837,713,5.4351,4.6299,95,59,0.6169,1.6102,1.1739
1952,NYA,727,557,4.7208,3.6169,95,59,0.6169,1.6102,1.3052
1957,ML1,772,613,5.0130,3.9805,95,59,0.6169,1.6102,1.2594
1960,PIT,734,593,4.7662,3.8506,95,59,0.6169,1.6102,1.2378
1972,CIN,707,557,4.5909,3.6169,95,59,0.6169,1.6102,1.2693
1906,CHA,570,460,3.7748,3.0464,93,58,0.6159,1.6034,1.2391
1912,PIT,751,565,4.9735,3.7417,93,58,0.6159,1.6034,1.3292
1935,DET,919,665,6.0861,4.4040,93,58,0.6159,1.6034,1.3820
1946,BRO,701,570,4.4936,3.6538,96,60,0.6154,1.6000,1.2298
1985,TOR,759,588,4.7143,3.6522,99,62,0.6149,1.5968,1.2908
1996,CLE,952,769,5.9130,4.7764,99,62,0.6149,1.5968,1.2380
1914,BSN,657,548,4.2941,3.5817,94,59,0.6144,1.5932,1.1989
1921,NY1,840,637,5.4902,4.1634,94,59,0.6144,1.5932,1.3187
1931,NYA,1067,760,6.9739,4.9673,94,59,0.6144,1.5932,1.4039
1978,NYA,735,582,4.5092,3.5706,100,63,0.6135,1.5873,1.2629
1907,DET,694,532,4.6267,3.5467,92,58,0.6133,1.5862,1.3045
1942,BOS,761,594,5.0066,3.9079,93,59,0.6118,1.5763,1.2811
1963,LAN,640,550,3.9506,3.3951,99,63,0.6111,1.5714,1.1636
1964,NYA,730,577,4.5062,3.5617,99,63,0.6111,1.5714,1.2652
1973,CIN,741,621,4.5741,3.8333,99,63,0.6111,1.5714,1.1932
1981,CIN,464,440,4.2963,4.0741,66,42,0.6111,1.5714,1.0545
1983,CHA,800,650,4.9383,4.0123,99,63,0.6111,1.5714,1.2308
1989,OAK,712,576,4.3951,3.5556,99,63,0.6111,1.5714,1.2361
2002,ANA,851,644,5.2531,3.9753,99,63,0.6111,1.5714,1.3214
2005,CHA,741,645,4.5741,3.9815,99,63,0.6111,1.5714,1.1488
1916,BRO,585,471,3.7987,3.0584,94,60,0.6104,1.5667,1.2420
1921,CLE,925,712,6.0065,4.6234,94,60,0.6104,1.5667,1.2992
1922,NYA,758,618,4.9221,4.0130,94,60,0.6104,1.5667,1.2265
1927,PIT,817,659,5.3052,4.2792,94,60,0.6104,1.5667,1.2398
1930,WS1,892,689,5.7922,4.4740,94,60,0.6104,1.5667,1.2946
1932,PHA,981,752,6.3701,4.8831,94,60,0.6104,1.5667,1.3045
1934,NYA,842,669,5.4675,4.3442,94,60,0.6104,1.5667,1.2586
1947,BRO,774,668,5.0260,4.3377,94,60,0.6104,1.5667,1.1587
1948,NYA,857,633,5.5649,4.1104,94,60,0.6104,1.5667,1.3539
1950,BOS,1027,804,6.6688,5.2208,94,60,0.6104,1.5667,1.2774
1954,CHA,711,521,4.6169,3.3831,94,60,0.6104,1.5667,1.3647
1959,CHA,669,588,4.3442,3.8182,94,60,0.6104,1.5667,1.1378
1902,PHA,775,636,5.6985,4.6765,83,53,0.6103,1.5660,1.2186
1976,NYA,730,575,4.5912,3.6164,97,62,0.6101,1.5645,1.2696
1904,NYA,598,526,3.9603,3.4834,92,59,0.6093,1.5593,1.1369
1904,CHN,599,517,3.9150,3.3791,93,60,0.6078,1.5500,1.1586
1906,PIT,623,470,4.0719,3.0719,93,60,0.6078,1.5500,1.3255
1924,NY1,857,641,5.6013,4.1895,93,60,0.6078,1.5500,1.3370
1934,NY1,760,583,4.9673,3.8105,93,60,0.6078,1.5500,1.3036
1978,BOS,796,657,4.8834,4.0307,99,64,0.6074,1.5469,1.2116
1907,PHA,582,511,4.0138,3.5241,88,57,0.6069,1.5439,1.1389
1912,CHN,756,668,5.0400,4.4533,91,59,0.6067,1.5424,1.1317
1933,NYA,927,768,6.1800,5.1200,91,59,0.6067,1.5424,1.2070
1966,BAL,755,601,4.7188,3.7563,97,63,0.6063,1.5397,1.2562
1905,CHA,612,451,4.0263,2.9671,92,60,0.6053,1.5333,1.3570
1962,CIN,802,685,4.9506,4.2284,98,64,0.6049,1.5313,1.1708
1964,CHA,642,501,3.9630,3.0926,98,64,0.6049,1.5313,1.2814
1970,MIN,744,605,4.5926,3.7346,98,64,0.6049,1.5313,1.2298
1974,CIN,776,631,4.7901,3.8951,98,64,0.6049,1.5313,1.2298
1975,OAK,758,606,4.6790,3.7407,98,64,0.6049,1.5313,1.2508
1977,LAN,769,582,4.7469,3.5926,98,64,0.6049,1.5313,1.3213
1979,PIT,775,643,4.7840,3.9691,98,64,0.6049,1.5313,1.2053
1983,BAL,799,652,4.9321,4.0247,98,64,0.6049,1.5313,1.2255
1985,NYN,695,568,4.2901,3.5062,98,64,0.6049,1.5313,1.2236
1987,DET,896,735,5.5309,4.5370,98,64,0.6049,1.5313,1.2190
1991,PIT,768,632,4.7407,3.9012,98,64,0.6049,1.5313,1.2152
1992,ATL,682,569,4.2099,3.5123,98,64,0.6049,1.5313,1.1986
1997,BAL,812,681,5.0123,4.2037,98,64,0.6049,1.5313,1.1924
1998,SDN,749,635,4.6235,3.9198,98,64,0.6049,1.5313,1.1795
1999,NYA,900,731,5.5556,4.5123,98,64,0.6049,1.5313,1.2312
2002,ARI,819,674,5.0556,4.1605,98,64,0.6049,1.5313,1.2151
2004,BOS,949,768,5.8580,4.7407,98,64,0.6049,1.5313,1.2357
2012,WAS,731,594,4.5123,3.6667,98,64,0.6049,1.5313,1.2306
1903,NY1,729,567,5.2446,4.0791,84,55,0.6043,1.5273,1.2857
1919,CLE,636,537,4.5755,3.8633,84,55,0.6043,1.5273,1.1844
1915,CHA,717,509,4.6558,3.3052,93,61,0.6039,1.5246,1.4086
1920,BRO,660,528,4.2857,3.4286,93,61,0.6039,1.5246,1.2500
1922,SLA,867,643,5.6299,4.1753,93,61,0.6039,1.5246,1.3484
1922,NY1,852,658,5.5325,4.2727,93,61,0.6039,1.5246,1.2948
1928,NY1,807,653,5.2403,4.2403,93,61,0.6039,1.5246,1.2358
1932,WS1,840,716,5.4545,4.6494,93,61,0.6039,1.5246,1.1732
1937,CHN,811,682,5.2662,4.4286,93,61,0.6039,1.5246,1.1891
1951,CLE,696,594,4.5195,3.8571,93,61,0.6039,1.5246,1.1717
1952,CLE,763,606,4.9545,3.9351,93,61,0.6039,1.5246,1.2591
1955,CLE,698,601,4.5325,3.9026,93,61,0.6039,1.5246,1.1614
1956,BRO,720,601,4.6753,3.9026,93,61,0.6039,1.5246,1.1980
1961,CIN,710,653,4.6104,4.2403,93,61,0.6039,1.5246,1.0873
1977,BAL,719,653,4.4658,4.0559,97,64,0.6025,1.5156,1.1011
1977,BOS,859,712,5.3354,4.4224,97,64,0.6025,1.5156,1.2065
1985,NYA,839,660,5.2112,4.0994,97,64,0.6025,1.5156,1.2712
2008,CHN,855,671,5.3106,4.1677,97,64,0.6025,1.5156,1.2742
1905,CHN,667,442,4.3595,2.8889,92,61,0.6013,1.5082,1.5090
1909,NY1,623,546,4.0719,3.5686,92,61,0.6013,1.5082,1.1410
1927,SLN,754,665,4.9281,4.3464,92,61,0.6013,1.5082,1.1338
1939,SLN,779,633,5.0915,4.1373,92,61,0.6013,1.5082,1.2306
1972,OAK,604,457,3.8968,2.9484,93,62,0.6000,1.5000,1.3217
1964,BAL,679,567,4.1914,3.5000,97,65,0.5988,1.4923,1.1975
1965,LAN,608,521,3.7531,3.2160,97,65,0.5988,1.4923,1.1670
1968,SLN,583,472,3.5988,2.9136,97,65,0.5988,1.4923,1.2352
1969,MIN,790,618,4.8765,3.8148,97,65,0.5988,1.4923,1.2783
1971,PIT,788,599,4.8642,3.6975,97,65,0.5988,1.4923,1.3155
1973,BAL,754,561,4.6543,3.4630,97,65,0.5988,1.4923,1.3440
1980,KCA,809,694,4.9938,4.2840,97,65,0.5988,1.4923,1.1657
1993,PHI,877,740,5.4136,4.5679,97,65,0.5988,1.4923,1.1851
1999,CLE,1009,860,6.2284,5.3086,97,65,0.5988,1.4923,1.1733
1999,HOU,823,675,5.0802,4.1667,97,65,0.5988,1.4923,1.2193
2000,SFN,925,747,5.7099,4.6111,97,65,0.5988,1.4923,1.2383
2002,SLN,787,648,4.8580,4.0000,97,65,0.5988,1.4923,1.2145
2006,NYA,930,767,5.7407,4.7346,97,65,0.5988,1.4923,1.2125
2006,NYN,834,731,5.1481,4.5123,97,65,0.5988,1.4923,1.1409
2008,TBA,774,671,4.7778,4.1420,97,65,0.5988,1.4923,1.1535
2009,LAA,883,761,5.4506,4.6975,97,65,0.5988,1.4923,1.1603
2010,PHI,772,640,4.7654,3.9506,97,65,0.5988,1.4923,1.2063
2011,NYA,867,657,5.3519,4.0556,97,65,0.5988,1.4923,1.3196
2012,CIN,669,588,4.1296,3.6296,97,65,0.5988,1.4923,1.1378
2013,BOS,853,656,5.2654,4.0494,97,65,0.5988,1.4923,1.3003
2013,SLN,783,596,4.8333,3.6790,97,65,0.5988,1.4923,1.3138
1912,WS1,699,581,4.5987,3.8224,91,61,0.5987,1.4918,1.2031
1933,NY1,636,515,4.1842,3.3882,91,61,0.5987,1.4918,1.2350
1911,CHN,757,607,4.9156,3.9416,92,62,0.5974,1.4839,1.2471
1924,WS1,755,613,4.9026,3.9805,92,62,0.5974,1.4839,1.2316
1924,BRO,717,675,4.6558,4.3831,92,62,0.5974,1.4839,1.0622
1927,NY1,817,720,5.3052,4.6753,92,62,0.5974,1.4839,1.1347
1930,SLN,1004,784,6.5195,5.0909,92,62,0.5974,1.4839,1.2806
1931,WS1,843,691,5.4740,4.4870,92,62,0.5974,1.4839,1.2200
1936,NY1,742,621,4.8182,4.0325,92,62,0.5974,1.4839,1.1948
1946,DET,704,567,4.5714,3.6818,92,62,0.5974,1.4839,1.2416
1950,CLE,806,654,5.2338,4.2468,92,62,0.5974,1.4839,1.2324
1952,NY1,722,639,4.6883,4.1494,92,62,0.5974,1.4839,1.1299
1953,CLE,770,627,5.0000,4.0714,92,62,0.5974,1.4839,1.2281
1953,ML1,738,589,4.7922,3.8247,92,62,0.5974,1.4839,1.2530
1954,BRO,778,740,5.0519,4.8052,92,62,0.5974,1.4839,1.0514
1956,ML1,709,569,4.6039,3.6948,92,62,0.5974,1.4839,1.2460
1958,NYA,759,577,4.9286,3.7468,92,62,0.5974,1.4839,1.3154
1958,ML1,675,541,4.3831,3.5130,92,62,0.5974,1.4839,1.2477
1935,NYA,818,632,5.4899,4.2416,89,60,0.5973,1.4833,1.2943
1995,BOS,791,698,5.4931,4.8472,86,58,0.5972,1.4828,1.1332
1994,ATL,542,448,4.7544,3.9298,68,46,0.5965,1.4783,1.2098
1984,CHN,762,658,4.7329,4.0870,96,65,0.5963,1.4769,1.1581
1906,NYA,644,543,4.2649,3.5960,90,61,0.5960,1.4754,1.1860
1918,BOS,474,380,3.7619,3.0159,75,51,0.5952,1.4706,1.2474
1999,NYN,853,711,5.2331,4.3620,97,66,0.5951,1.4697,1.1997
1914,BOS,589,510,3.8497,3.3333,91,62,0.5948,1.4677,1.1549
1916,PHI,581,489,3.7974,3.1961,91,62,0.5948,1.4677,1.1881
1935,NY1,770,675,5.0327,4.4118,91,62,0.5948,1.4677,1.1407
1948,BSN,739,584,4.8301,3.8170,91,62,0.5948,1.4677,1.2654
1903,CHN,695,599,5.0362,4.3406,82,56,0.5942,1.4643,1.1603
1975,BOS,796,709,4.9750,4.4313,95,65,0.5938,1.4615,1.1227
1979,MON,701,581,4.3813,3.6313,95,65,0.5938,1.4615,1.2065
2001,NYA,804,713,5.0250,4.4563,95,65,0.5938,1.4615,1.1276
1994,CHA,633,498,5.6018,4.4071,67,46,0.5929,1.4565,1.2711
1962,NYA,817,680,5.0432,4.1975,96,66,0.5926,1.4545,1.2015
1977,PIT,734,665,4.5309,4.1049,96,66,0.5926,1.4545,1.1038
1986,HOU,654,569,4.0370,3.5123,96,66,0.5926,1.4545,1.1494
1987,TOR,845,655,5.2160,4.0432,96,66,0.5926,1.4545,1.2901
1992,OAK,745,672,4.5988,4.1481,96,66,0.5926,1.4545,1.1086
1992,TOR,780,682,4.8148,4.2099,96,66,0.5926,1.4545,1.1437
1992,PIT,693,595,4.2778,3.6728,96,66,0.5926,1.4545,1.1647
1996,ATL,773,648,4.7716,4.0000,96,66,0.5926,1.4545,1.1929
1997,NYA,891,688,5.5000,4.2469,96,66,0.5926,1.4545,1.2951
2003,OAK,768,643,4.7407,3.9691,96,66,0.5926,1.4545,1.1944
2004,ATL,803,668,4.9568,4.1235,96,66,0.5926,1.4545,1.2021
2006,MIN,801,683,4.9444,4.2160,96,66,0.5926,1.4545,1.1728
2007,BOS,867,657,5.3519,4.0556,96,66,0.5926,1.4545,1.3196
2007,CLE,811,704,5.0062,4.3457,96,66,0.5926,1.4545,1.1520
2010,TBA,802,649,4.9506,4.0062,96,66,0.5926,1.4545,1.2357
2011,TEX,855,677,5.2778,4.1790,96,66,0.5926,1.4545,1.2629
2011,MIL,721,638,4.4506,3.9383,96,66,0.5926,1.4545,1.1301
2013,OAK,767,625,4.7346,3.8580,96,66,0.5926,1.4545,1.2272
2013,ATL,688,548,4.2469,3.3827,96,66,0.5926,1.4545,1.2555
1912,PHA,779,658,5.1250,4.3289,90,62,0.5921,1.4516,1.1839
1915,PHI,589,463,3.8750,3.0461,90,62,0.5921,1.4516,1.2721
1917,BOS,555,454,3.6513,2.9868,90,62,0.5921,1.4516,1.2225
1907,PIT,634,510,4.1169,3.3117,91,63,0.5909,1.4444,1.2431
1910,NY1,715,567,4.6429,3.6818,91,63,0.5909,1.4444,1.2610
1916,BOS,550,480,3.5714,3.1169,91,63,0.5909,1.4444,1.1458
1923,CIN,708,629,4.5974,4.0844,91,63,0.5909,1.4444,1.1256
1926,NYA,847,713,5.5000,4.6299,91,63,0.5909,1.4444,1.1879
1927,PHA,841,726,5.4610,4.7143,91,63,0.5909,1.4444,1.1584
1928,CHN,714,615,4.6364,3.9935,91,63,0.5909,1.4444,1.1610
1950,PHI,722,624,4.6883,4.0519,91,63,0.5909,1.4444,1.1571
1955,CHA,725,557,4.7078,3.6169,91,63,0.5909,1.4444,1.3016
1956,CIN,775,658,5.0325,4.2727,91,63,0.5909,1.4444,1.1778
1938,BOS,902,751,6.0537,5.0403,88,61,0.5906,1.4426,1.2011
1995,CIN,747,623,5.1875,4.3264,85,59,0.5903,1.4407,1.1990
1973,LAN,675,565,4.1925,3.5093,95,66,0.5901,1.4394,1.1947
1979,ML4,807,722,5.0124,4.4845,95,66,0.5901,1.4394,1.1177
1986,BOS,794,696,4.9317,4.3230,95,66,0.5901,1.4394,1.1408
2002,SFN,783,616,4.8634,3.8261,95,66,0.5901,1.4394,1.2711
1939,BOS,890,795,5.8940,5.2649,89,62,0.5894,1.4355,1.1195
1999,CIN,865,711,5.3067,4.3620,96,67,0.5890,1.4328,1.2166
1908,DET,647,547,4.2288,3.5752,90,63,0.5882,1.4286,1.1828
1921,PIT,692,595,4.5229,3.8889,90,63,0.5882,1.4286,1.1630
1924,PIT,724,588,4.7320,3.8431,90,63,0.5882,1.4286,1.2313
1944,PIT,744,662,4.8627,4.3268,90,63,0.5882,1.4286,1.1239
1981,OAK,458,403,4.2018,3.6972,64,45,0.5872,1.4222,1.1365
1961,BAL,691,588,4.2654,3.6296,95,67,0.5864,1.4179,1.1752
