"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"694",-0.08477,-0.19142,-0.15368,0.11962,-1.42668,0.15182,0.35971,-0.80763,-0.1176,0.25211,-0.12666,0.40943,-0.86686,-0.51728,-0.41157,-0.31283,-0.92052,-0.10924,-0.32004,-0.34189,-0.30161,0.2411,0.08147,-1.48332,-0.07527,-0.80814,0.34208,-1.43337,-1.08902,-0.8227,0.47292,-0.11915,1.50457,-0.34541,-1.22961,0.84601,1.78524,1.13572
"695",0.8087,0.71519,1.32337,0.86622,0.97904,0.80477,1.00848,0.09854,1.25534,0.62707,0.56438,0.31948,1.25439,0.88131,1.02839,0.9697,0.22177,0.01506,0.96014,0.89823,1.5515,-0.33544,-0.02947,1.25016,-0.73908,0.6726,-0.1337,-0.28526,-0.27702,-0.20107,0.38079,0.48544,0.06062,0.02666,-0.42929,0.67798,-0.20119,-1.32403
"696",0.1606,0.3186,0.39938,0.19571,0.47753,0.27869,0.69557,-0.04958,-0.13324,0.17018,0.29761,0.11888,0.56671,0.48428,0.25438,0.41833,0.32431,-0.15344,0.69229,0.8926,0.67009,-0.06423,0.37105,0.47236,-0.03951,-0.25854,0.56452,-0.18755,-0.4155,0.13941,0.1229,0.02336,0.15983,0.13308,0.49232,-0.06181,-0.11705,0.31186
"697",-0.13835,-0.21916,-0.49932,0.21088,0.24402,0.40496,0.77087,-0.64558,0.09868,0.14746,0.10815,0.24674,0.07507,0.13526,-0.15066,0.22088,-0.63598,-0.34591,-0.1628,0.17969,0.59777,-0.08939,-0.32172,0.21634,-0.28479,-0.16802,-0.36271,-0.03835,0.19356,-0.09276,-0.10579,-0.18231,-0.21572,0.19488,-0.84237,-0.48624,-0.05178,-0.23377
"698",0.08756,0.14063,0.00892,0.24858,0.47753,-0.17595,0.40943,-0.16609,0.35699,0.17628,0.28486,-0.04936,0.51112,0.46363,0.60788,0.02963,0.43655,0.44698,-0.01714,0.7075,0.74613,0.25007,0.36344,0.30549,0.142,0.01096,0.43519,-0.00552,0.43843,-0.29584,0.18184,0.05235,-0.28395,0.09007,-0.05854,-0.33475,-0.3963,0.0084
"699",-1.44851,-0.28496,-1.30933,-1.40715,-1.28918,-0.90485,-1.12168,-1.14333,-1.41893,-0.98152,-0.71465,-0.68463,-1.36149,-1.09565,-1.20532,-1.40095,-0.44112,-1.20466,-1.24482,-1.24074,-0.67784,-0.78688,-0.62934,-1.48332,-1.1643,-0.99904,-0.35523,-0.54971,-0.85171,0.19124,-0.77657,-0.4647,-1.10142,-1.34158,-0.94541,-0.65452,-0.55179,-0.37166
"700",-1.45769,-0.74574,-1.46227,-1.40715,-0.75265,-1.21719,-1.37386,0.33344,-0.39629,-1.04807,-0.76954,-0.83098,-1.36149,-1.39979,-0.91163,-0.51695,-1.56783,-0.9447,0.16119,-1.44592,-1.06221,-1.12665,-1.20963,-1.48332,0.37412,-0.24938,-1.23051,-1.43337,-0.26156,-1.29865,-1.26183,-0.87972,0.43805,-1.13738,-0.09407,-1.39906,0.57822,0.27691
"701",0.33988,-0.12564,0.36485,0.15222,0.6687,-0.06493,0.58315,0.05179,0.2611,-1.21583,-0.32051,-1.03209,-0.06002,0.91733,0.65398,-1.40095,-0.28286,-0.39032,-0.80133,-0.04237,0.31851,-0.26004,0.32244,0.83709,-0.26861,0.36611,0.32593,-0.87339,-1.08902,-1.29865,-1.12135,-0.40959,-0.22975,-0.00041,0.05389,-0.72527,-1.34579,-0.41051
"702",0.10468,-0.00161,0.35267,-0.27567,0.16604,-0.12306,0.39268,-0.34601,0.38986,0.41582,-0.83347,-0.34906,0.04318,0.14918,-0.20615,0.04626,-0.29404,0.23475,0.12307,0.05384,-1.0262,-0.95346,0.23486,0.29003,-0.24329,0.14311,0.14711,-0.23754,-1.08902,-0.31316,-0.18275,-0.03761,-0.27326,0.27649,0.65859,-0.03082,-0.47988,-0.09289
"703",-0.05204,-1.08997,-0.1073,-0.46832,-0.12175,-1.1631,0.21136,-0.33421,0.12885,-1.21583,-1.28137,-1.03209,0.06457,-0.25336,0.5688,-0.44854,-0.70931,-1.20466,-0.95781,0.606,-0.24337,-0.93775,-0.73618,0.8481,-1.01656,-0.47155,-0.39715,-1.43337,-1.08902,-1.22752,-1.26183,-1.44434,-1.47218,-1.11568,-1.22961,-1.39906,-1.34579,-1.32403
"704",-0.47559,-0.28749,-0.15966,-0.72454,-0.94605,-0.53734,0.00126,-0.18083,-0.55619,-0.51578,-0.99634,-1.03209,0.04858,-0.08541,-0.02088,0.10618,0.52786,-0.19301,-0.5217,0.59847,-0.12692,-0.89215,-0.82973,-0.30526,-0.29795,-0.23731,-0.4451,-0.57417,-1.08902,-1.29865,-0.52437,-0.57944,-1.17715,-1.08061,-0.84237,-1.10771,-1.34579,-1.28848
"705",-1.45769,-1.3942,-1.46227,-1.40715,-1.42668,-1.21719,-0.02041,-0.50803,-0.77163,-0.72218,-1.28137,-1.03209,-1.36149,-0.68852,-1.39503,-0.46607,-1.56783,0.6251,-0.3647,-1.60767,-1.06221,-1.12665,-0.79753,-1.48332,-0.78833,-0.70308,-1.23051,-0.44557,-1.08902,-0.09085,-0.22949,-0.94893,-0.37706,-1.34158,-0.94541,-0.17561,-0.60451,-0.50453
"706",-0.30741,-0.55157,-0.40463,0.41723,-0.61176,-0.69242,0.44606,0.27678,-0.72818,-0.51578,-0.77469,-0.70522,-0.51695,-0.2777,0.05042,0.54583,-0.33633,-0.46326,0.28477,-1.46617,0.0799,0.10065,-0.22234,-0.79169,0.00693,0.0425,-0.08489,-0.15123,-0.42917,-0.62929,-0.31224,-0.24793,0.17131,-0.56359,-0.26871,-0.17943,0.32833,0.35266
"707",-0.32345,0.26724,-1.00093,0.34034,-1.42668,-1.21719,-1.37386,-0.25296,-1.47649,0.15786,-0.72929,0.15389,-0.91887,-1.39979,-0.49332,-1.40095,0.47215,-1.20466,0.11156,-0.20481,0.19418,-1.12665,0.56309,-1.48332,-1.18994,-0.56499,0.76845,-1.39767,-1.08902,0.08102,-1.26183,-0.64286,-0.46806,-1.34158,-0.71434,-0.25138,0.04877,0.35266
"708",0.28576,0.26724,0.35712,0.78458,0.53613,-0.11736,0.41632,0.86319,0.53751,0.21011,0.21825,0.5751,0.39189,0.61196,0.32235,0.24793,0.68121,0.40631,0.63376,0.68012,0.56717,0.95952,0.21724,1.04169,0.45694,0.69034,0.89437,0.09662,0.29598,0.29207,0.40334,0.58144,0.34396,0.68727,0.00067,0.60382,0.3035,0.58957
"709",-1.45769,0.75593,-0.72237,-1.40715,0.78891,-1.21719,-0.43939,-0.16123,-1.47649,-0.60606,-1.28137,0.78029,0.37222,-0.22964,0.37604,-0.10302,-0.06685,0.94429,1.04842,0.80865,-0.05065,1.08134,-1.20963,-0.32144,0.86936,0.76215,0.99213,0.26483,2.07978,1.75137,0.16746,-0.23859,0.79208,1.09863,1.03786,1.37139,1.76433,1.27928
"710",0.33856,-0.02017,-0.26571,0.33008,-0.10603,0.25808,-0.31126,0.113,-1.47649,0.56411,0.18122,0.18213,0.40874,0.07554,0.22818,0.45118,0.2329,0.17233,0.54529,0.03462,0.25299,-1.12665,0.34802,-0.62363,-0.43703,0.23564,0.78861,0.10673,-0.07141,-0.29829,0.19247,0.4719,-1.47218,0.0328,-0.87552,-0.4457,0.37362,-0.66904
"711",-0.02238,-0.37544,-0.28394,0.23074,0.50786,-0.54631,-0.17244,-0.04958,0.36971,-0.13983,-0.3268,-1.03209,0.80867,0.35837,-0.05302,0.34752,0.36398,0.32925,0.00899,0.64773,1.34719,-0.74784,-0.6841,0.42325,-1.25268,0.51955,0.15798,-0.57417,-0.29275,-0.56917,-0.2848,-0.44108,-0.74218,-0.34234,0.06419,-0.40454,-0.36009,-0.11173
"712",-0.39347,-0.86885,0.12322,0.1233,-0.50993,-0.0977,-0.03144,-0.43973,-0.11074,-1.14502,-0.01498,-0.58772,-0.47059,-0.54615,-1.02576,-0.04227,0.00721,-0.15992,-0.0801,-0.45989,-0.16412,0.25229,-0.40674,-0.15949,-1.25268,-0.22836,0.53743,-0.31942,-0.78213,-0.99767,0.05571,0.20756,0.14036,-0.01318,-0.31302,-0.35343,-0.36009,0.29531
"713",-0.02628,-0.1937,-0.13795,-0.09251,0.44247,-0.0307,0.26455,-0.25296,0.14797,-0.22354,-0.12666,-1.03209,0.05037,0.12113,0.39246,0.03798,-0.15436,-0.01524,0.07136,0.38121,0.77139,-1.12665,-0.05857,0.17881,-0.84033,-0.32204,-0.32587,-0.80699,-1.08902,-0.49735,-0.29689,-0.57605,-1.02161,-0.54042,-0.68619,-0.57996,-0.44306,-0.90946
"714",0.54623,-0.52132,0.48883,0.45149,-0.03531,0.06969,0.42996,0.51659,0.23533,0.06435,0.03503,-0.14976,-0.32244,0.29426,-0.66047,0.65061,-0.05123,-0.20657,0.2867,-0.00978,-0.50245,0.62477,0.19703,0.00775,0.32639,0.11078,0.52872,0.07431,-0.62233,-0.06823,0.19949,0.21878,0.0193,0.1202,0.51835,0.24001,0.05384,-0.01055
"715",0.50652,0.40276,0.41511,0.41723,0.53835,0.27498,0.66766,0.21956,0.47807,0.40798,0.83802,0.05757,0.79414,0.64584,0.4154,0.30611,0.3404,0.21513,0.76981,1.2403,0.87826,0.62477,-0.07046,0.83312,0.05115,0.45668,0.45749,0.36608,0.27033,0.27875,-0.0372,0.04223,-0.0162,0.21179,0.13102,0.2673,-0.05559,0.82075
"716",-0.30212,0.02195,0.50493,-0.34563,-0.47944,-1.21719,0.21307,0.56702,-0.18383,-1.21583,-0.04683,-1.03209,-1.36149,0.21255,-0.7926,-0.67063,-1.31405,0.42951,-0.13843,-0.03763,-1.06221,-0.89215,-1.04106,-0.37747,-0.31465,-0.14603,-0.06276,-0.0806,-1.07975,0.03475,-0.56862,-0.15439,0.41453,-0.42925,-0.42081,0.33595,-1.12704,0.78961
"717",0.14936,1.58518,1.44285,0.45923,0.306,1.49535,-0.41231,1.22243,1.22284,0.81913,1.49516,-0.70522,0.15487,1.09084,0.99617,0.68697,0.00589,0.6251,1.08006,1.35351,1.5006,0.91407,0.82103,0.57714,-0.50901,0.5956,0.84035,-0.0663,-1.08902,-0.851,-0.48221,0.27415,-1.10702,-1.34158,-0.47284,-1.39906,-1.34579,-0.69131
"718",-0.47241,0.8604,0.19682,0.71001,-0.15167,0.18109,0.51527,0.61687,-0.71071,0.37265,-1.28137,-1.03209,0.24831,0.13351,0.25574,1.11187,0.61667,-1.20466,0.55844,0.86037,0.61565,1.02386,0.61753,0.737,0.4256,0.77826,0.10916,-0.20627,-1.08902,0.56567,0.47806,0.1847,-1.47218,0.33838,0.19801,-1.19395,0.31228,-0.39738
"719",0.38975,2.17078,0.78397,0.20417,0.82139,0.60756,0.94207,0.85369,0.71852,1.81443,0.83627,1.50704,0.76274,0.33184,0.83807,0.88846,0.72559,1.30527,1.69687,0.99764,0.70956,1.90489,0.23486,0.86897,2.76877,2.13718,1.24446,2.89189,0.64675,2.18373,0.89749,2.27157,1.90399,1.78004,0.7981,1.79801,1.89705,0.7528
"720",-0.1101,-0.19598,-0.18397,-0.50347,0.44,-0.21296,-0.90055,-0.76905,0.13014,0.22752,0.37929,-1.03209,-0.2051,-0.29708,-0.15497,-0.06055,0.09919,-0.01805,0.09285,0.1148,0.78376,-0.30296,-0.07646,-0.07215,-0.55155,-0.54805,-1.23051,-0.40644,0.22821,-0.68232,-0.58108,-1.00187,-0.94859,-0.78357,-0.62179,-0.52305,-0.30721,-1.11457
"721",1.10553,1.7485,1.97942,0.10475,0.75876,1.77863,-0.92911,1.46,1.80373,1.86496,1.81242,1.14569,0.529,1.02436,0.58483,1.38285,-1.56783,0.73385,1.20892,1.0461,0.6673,1.52653,1.34908,-1.48332,1.37664,0.84563,-1.08246,0.74602,1.89197,0.56739,0.74597,0.25562,0.77029,-1.34158,0.36946,0.37221,1.54814,2.32531
"722",0.67634,0.15921,0.7195,0.03075,-0.33473,-0.07302,0.64965,0.71093,0.24213,-0.04231,0.20433,-0.70522,0.03229,-0.06342,-0.66432,0.55673,-0.19506,-0.01245,-0.24994,-0.38055,0.12128,0.74464,0.17406,0.27431,0.43767,0.35355,0.71608,-0.15346,-0.63369,0.1204,0.49956,0.01465,0.63318,0.29198,0.1068,0.45471,0.04368,0.45497
"723",-0.68142,-0.59357,-0.06145,-0.16453,-1.06348,-0.30902,-0.24762,-0.03681,-0.53343,-0.78913,-0.31116,-0.70522,-1.1161,-0.5102,-0.84773,-1.09551,-0.25376,-0.89458,-1.18012,-1.18083,-1.06221,0.15886,-0.34924,-0.5584,-0.45255,-0.90792,0.34208,-0.26992,-1.08902,-0.85582,-0.2017,0.00054,0.14298,-0.25456,-0.42081,-0.38225,-0.41064,-0.25581
"724",-1.32079,-1.3942,-1.21818,-1.40715,-1.42668,-1.21719,-1.37386,-1.36832,-1.04533,-1.21583,-1.28137,-1.03209,-1.36149,1.16558,-1.39503,-1.40095,-1.08977,-1.20466,-1.24482,-1.60767,-0.80735,-1.12665,-1.20963,-1.48332,-1.25268,-1.27619,-0.22328,-1.43337,-1.08902,-1.29865,-1.26183,-0.77648,-1.47218,-1.34158,-1.22961,-1.39906,-1.34579,-1.32403
"725",-0.19289,-0.39242,0.32547,-1.22058,-0.65102,-0.19736,-1.37386,-1.26503,0.49248,0.47188,-0.23393,-1.03209,0.81321,-1.39979,-0.69568,0.19127,0.31432,-0.95951,-0.04128,0.10989,-1.06221,-1.12665,-0.37346,-0.34345,-1.25268,-0.68343,0.68815,-1.43337,-1.08902,-1.19777,-0.71137,-1.44434,-1.47218,-0.99527,-0.47284,-1.39906,-1.34579,-1.32403
"726",-0.14056,0.03439,-0.17376,-0.36397,-0.03119,-0.60682,-0.75499,-0.28571,-0.10903,-0.88031,0.2621,-0.94837,-0.18386,-0.18148,-0.24837,-0.35594,-0.52799,-0.54218,-0.53983,0.23473,0.51598,-0.54226,-0.01524,-0.19683,-0.69232,-0.59101,-0.78144,-1.01699,-0.63369,-0.79534,-0.71622,-0.20888,-0.38913,-0.79862,-1.22961,-1.11358,-0.545,-0.33746
"727",0.11311,-1.3942,0.14469,-1.40715,0.09534,-1.21719,-0.14199,-0.30253,-0.24558,-1.21583,-0.18139,-1.03209,-0.92424,0.06614,-1.39503,-0.08155,-0.23782,-0.13425,-0.26356,0.01936,-1.00872,-1.12665,-1.20963,-0.06384,-0.49662,-0.30899,-0.82335,-0.94502,-0.39315,-1.29865,-1.26183,-0.32896,0.16111,-0.17703,0.38247,-0.64776,-1.1541,-0.12853
"728",-0.23603,-0.20287,0.11009,0.154,-0.70468,0.37036,0.31334,0.34186,-0.22972,-0.27172,-0.67672,-0.00787,-0.94056,-0.20145,-1.08578,-0.09103,-0.51816,-0.31485,-0.62596,-0.47997,-0.04457,0.01324,-0.05857,-0.6777,-0.29464,-0.39733,0.45749,-0.00363,-0.8961,0.29447,0.076,-0.06206,0.26934,-0.16178,0.27934,-0.11322,0.11401,0.30438
"729",-1.45769,-1.3942,-1.46227,-1.40715,-1.42668,-1.21719,-1.37386,-1.36832,-1.47649,-1.21583,-1.28137,-1.03209,-1.36149,-1.39979,-1.39503,-1.40095,-1.56783,-1.20466,-1.24482,-1.60767,-1.06221,-1.12665,-1.20963,-1.48332,-1.25268,-1.27619,-1.23051,-1.43337,-1.08902,-1.29865,-1.26183,-1.44434,0.60918,-1.34158,-1.22961,-1.39906,-1.34579,-1.32403
"730",0.77571,-1.3942,-0.33609,-1.40715,-1.42668,-0.14913,-1.37386,-1.36832,-0.26379,-0.96737,-0.74919,-1.03209,-1.36149,-1.18634,-1.39503,0.13852,-0.35829,-0.89458,-1.24482,-0.57249,1.3036,-1.12665,-0.28371,-1.04235,-1.25268,-0.8956,-0.5087,-1.43337,-1.08902,-0.73899,-1.26183,-1.40071,-1.47218,-1.34158,-0.72583,-1.39906,-0.99176,-1.32403
"731",0.22083,0.98632,0.61088,0.45149,-0.36368,0.32741,0.37562,0.71743,0.10798,0.26509,0.15936,0.00557,-0.22686,0.62236,-0.42615,0.16617,0.38524,0.35245,0.05921,-0.29521,0.11111,0.25229,0.3954,-0.27631,-0.05977,-0.14332,0.49604,0.15409,0.5839,0.00297,-0.21271,0.32009,0.32087,0.35142,0.21352,0.00521,0.4287,0.44986
"732",0.34642,-1.10902,0.04448,-0.22909,-0.28749,-1.14575,-0.57593,-0.08456,-0.25565,-1.21583,-1.28137,-1.03209,-0.60255,-1.39979,-1.39503,-0.53962,-1.10431,-0.60722,-0.67739,-0.25877,-0.69614,-1.12665,-0.66182,-0.40679,-0.54721,-0.47155,0.17087,-1.04626,-0.16336,1.17244,1.46618,-0.87972,-0.4418,0.40859,-0.72583,-0.04535,0.28053,-0.07216
"733",0.32397,-0.22861,-1.07131,0.27238,0.25766,-0.90485,1.2786,0.86633,-0.48169,-0.73301,0.89378,-0.27056,0.52273,-0.48929,0.16883,-0.27737,-0.55564,-0.24487,1.12122,0.60117,1.314,0.75387,-0.37346,1.27776,-0.22781,0.22297,0.06962,-0.39473,-0.8961,-0.57602,-0.27287,-0.87497,0.12312,-0.58736,-0.49082,-0.16802,-0.115,-0.14566
"734",1.19188,0.79787,1.2094,1.42442,0.60891,0.90436,1.68696,0.88959,0.59081,0.97028,0.87222,0.9634,0.51536,0.98888,0.51486,1.10919,0.83104,1.18198,0.83175,0.69704,1.41883,1.31062,0.16237,1.42992,0.70741,0.74367,1.60515,0.93642,0.56672,0.50854,0.67284,1.02656,1.12682,0.91315,1.10416,0.7068,0.82879,1.05801
"735",2.22487,3.09954,2.16,2.58827,2.74386,2.61713,2.23082,2.61184,2.39132,2.40058,2.42969,3.85349,2.28392,3.10133,2.52362,2.02853,2.52703,3.20771,2.38567,2.41148,2.02891,2.77437,2.29703,2.36171,3.28043,2.28297,2.27356,3.18635,3.29258,2.8905,3.04228,3.09505,2.88576,3.07002,3.00782,2.81781,3.01414,3.27564
"736",-1.45769,-0.60439,-1.46227,-0.20794,-1.42668,-0.50231,-0.05389,-1.36832,-0.71418,-1.21583,-1.28137,-1.03209,-0.63691,-1.39979,-1.39503,-1.40095,-1.56783,-1.20466,-1.24482,-1.60767,-0.15383,-1.12665,-0.84291,-1.24441,-1.25268,-1.27619,-1.23051,-1.43337,-0.93477,-1.29865,0.4075,0.12639,-1.10142,-1.34158,-0.24376,-1.39906,-1.34579,-1.32403
"737",-0.47241,-0.08033,-0.4369,0.36336,0.36141,-1.21719,-0.50701,-0.65803,-0.89968,2.62451,-1.13151,-1.03209,1.12324,-0.25069,-1.39503,-1.29348,0.39276,-0.61241,-0.90276,-0.10916,1.63395,-1.12665,-1.20963,0.4665,2.73129,-0.38318,-0.52195,0.32745,0.44024,2.21437,-0.80834,-1.44434,-0.21373,-0.79357,-1.22961,-0.71792,-0.21721,0.01256
"738",1.76249,1.07556,1.46201,1.16076,1.29921,1.72207,0.31945,2.00867,0.76309,0.87675,0.57842,2.06852,2.692,-0.528,2.25464,2.60682,0.55714,-1.20466,2.90767,2.21051,1.60628,-0.38199,0.81385,1.13429,1.83384,2.41701,1.80289,-1.43337,-0.07454,-0.12998,-0.0556,0.83875,-1.47218,0.04293,-1.22961,-0.14017,-0.41064,-0.8647
"739",-0.20467,-0.53129,-0.05788,0.23401,-1.10836,-0.34097,-0.74541,-0.24495,-1.47649,-0.30189,-0.41625,0.0384,-1.36149,-0.35185,-0.96414,-0.64893,-1.56783,-1.20466,-0.15665,-1.01978,-0.75991,-0.07045,-0.20157,-0.36599,-0.25271,-0.36578,-0.40497,-0.20156,-1.08902,-0.29339,0.02439,0.07718,0.07349,-0.08911,-0.00482,-0.84844,-0.25739,-0.30745
"740",0.35033,-0.18011,-0.29785,0.49078,0.50326,0.28791,-0.22825,1.22243,-0.1709,0.83808,0.60473,1.02024,0.26811,-0.48585,-0.66818,-0.44854,-0.62482,-1.20466,-0.44826,0.38262,-1.06221,1.08597,-0.44559,0.08314,1.17839,-0.82498,0.35621,0.09322,-0.30875,0.37216,-0.30607,0.57398,0.45551,0.2655,-0.04411,-0.36054,-0.04608,0.17016
"741",0.73724,1.97438,-0.79338,-1.28421,-1.42668,-1.08745,-1.37386,-1.14333,-1.06085,-1.21583,-1.28137,1.32864,-1.36149,-1.39979,-1.26413,-0.45551,-0.22046,2.18627,0.73305,-1.58363,-0.87217,-1.12665,-1.20963,-1.48332,2.6384,0.26394,2.37029,-0.81157,-1.08902,-0.83673,-0.20719,0.86484,-0.6386,-0.59948,-0.81665,-0.53765,0.16285,-1.10741
"742",0.36707,2.63385,2.99977,-1.40715,-1.42668,2.84805,-1.37386,0.96165,2.84099,3.45407,2.42683,0.72776,-0.44515,3.16952,-0.10253,2.27243,2.13059,0.98177,-0.13543,1.7573,0.10341,-1.12665,2.33898,-1.17436,1.7584,-0.14061,-1.23051,1.28575,-0.97512,-1.29865,-1.26183,2.31205,-1.47218,0.73769,0.63468,-1.39906,-1.34579,-1.32403
"743",0.00447,0.24666,0.2359,0.25499,0.35872,0.15605,0.19061,-0.62116,0.22618,0.6941,0.06622,0.45462,0.33411,0.32331,0.44981,1.02783,-0.35426,0.21071,1.12604,0.74218,0.74357,0.10845,0.80662,0.33836,0.36768,0.83911,0.70283,0.5565,0.00078,0.13652,0.65831,0.67484,-0.55794,0.43917,0.38247,0.49818,0.57364,-0.63875
"744",-1.45769,-1.3942,-1.46227,-1.40715,-1.42668,-1.21719,-1.37386,-1.36832,-1.42692,-1.21583,-1.28137,-1.03209,-1.36149,-0.28873,-1.39503,-1.40095,-1.23061,-1.20466,-1.24482,-1.56799,-1.06221,-1.12665,-1.20963,-1.48332,-1.25268,-1.27619,-1.23051,-0.71567,-0.69269,-1.29865,-1.26183,-1.36726,-1.47218,-0.32711,-0.98233,-1.39906,-1.34579,0.46005
"745",0.78387,0.02016,0.17388,0.33156,0.33412,-0.42801,-0.54467,0.09671,0.44495,0.25211,-0.0538,0.51968,-0.05195,0.38416,0.47451,0.73603,-1.56783,0.21513,0.2613,1.41378,-1.06221,-0.06113,0.02894,-0.85194,1.0789,0.37388,0.62441,-0.68316,-1.08902,-0.22545,0.50702,-0.23395,1.70922,-1.34158,-1.22961,0.76531,2.1517,0.91971
"746",1.74519,2.76406,2.99977,2.32918,1.67256,3.49405,2.46015,1.76233,2.79931,2.92281,2.75472,1.71739,2.05367,1.89156,2.57341,2.98759,2.18598,1.72223,1.74254,2.30136,2.05173,1.58846,3.49252,2.35514,1.70383,1.95926,1.84791,1.49408,0.38634,0.38514,1.22683,1.8876,0.82168,0.68027,1.91571,0.73019,0.38858,1.66569
"747",-0.32076,-0.46377,0.02039,-1.40715,-0.08185,-1.21719,-1.37386,-1.36832,-1.17221,-0.01197,-0.38208,-0.75505,-1.36149,-1.39979,-1.11739,-1.40095,-1.32667,0.00962,-1.24482,-0.1367,0.05578,-0.06113,-0.23643,-1.20175,0.02347,-0.79708,-1.23051,-0.11844,-0.71115,-1.29865,-0.34696,-0.41524,-0.07319,-1.34158,-1.22961,-0.50021,-0.35465,-0.89806
"748",3.10764,2.90974,2.99977,3.32452,3.21548,3.49405,3.36576,3.13619,2.84099,3.45407,3.31366,3.89822,2.99245,3.28765,3.0116,3.4068,2.26313,3.67932,3.60886,2.44184,2.08121,3.69445,3.70837,3.25311,3.44655,3.3695,3.55521,3.18635,3.64076,2.87013,3.27934,2.83168,2.88576,3.30283,3.69866,2.81781,3.01414,3.27564
"749",-0.43514,-0.33975,-0.20265,-0.15214,-0.36958,-0.32664,-1.37386,-1.36832,-1.47649,-1.21583,-0.89633,-0.23144,-0.51355,-0.95422,-1.39503,-1.40095,-1.56783,0.30548,-0.24321,-0.03527,-0.64813,-0.2337,-1.20963,-1.16763,-1.25268,-0.07044,0.45749,-0.24491,-0.25392,-0.47575,-0.31845,-1.44434,0.20362,-0.44629,-1.22961,-0.57071,-3e-05,0.24217
"750",-0.33158,-0.33975,0.26226,-0.16703,-0.19232,-0.24173,0.00553,-0.08456,0.00712,0.15992,-0.16542,-0.51091,-0.25674,-0.20398,-0.33942,-0.02433,-0.54548,-0.23428,0.24331,-0.03527,-0.28966,-0.41734,0.037,-0.12577,0.25806,-0.29292,0.07199,0.60625,0.81691,-0.19889,0.42533,-0.03575,0.37748,0.0958,0.15231,-0.34404,1.47565,1.40452
"751",0.21483,-0.84949,-0.69257,-1.40715,-1.42668,-0.74114,-1.37386,-1.36832,-0.86168,-1.04043,-1.28137,-0.6447,-0.32244,-1.17179,-0.70773,-1.40095,-0.37258,-0.60205,-0.28786,-0.48815,0.34861,-1.05354,-1.20963,-0.15492,-0.11791,0.06005,-1.23051,0.1477,-0.85171,-1.29865,-0.87548,-1.39223,0.27833,0.25596,0.31758,-0.459,-1.34579,-1.32403
"752",-0.1037,-0.40103,-0.37862,0.02465,-0.93508,-0.10889,-0.351,-0.16123,-0.2219,-0.11169,-0.90227,-0.11513,-0.46737,0.04706,-1.39503,-0.49481,-0.39552,-0.29594,-0.48212,-1.19051,-0.71481,-0.3521,0.27546,-1.48332,-1.01656,-0.20781,-0.25625,-0.65176,-1.02597,-0.68624,-0.08874,-0.0138,0.08055,-1.19791,-1.15487,-0.21863,0.0282,0.02082
"753",0.31726,1.07665,0.94461,1.09142,1.56975,0.56771,0.4658,-0.65803,0.96422,1.01859,0.92042,1.52816,0.81019,0.11039,1.54116,0.80053,0.08013,1.56612,0.15457,0.44821,2.18593,0.0075,0.81385,1.19293,0.66853,0.00866,0.84035,-0.7451,0.3709,1.47564,0.41988,0.47295,-0.62889,-0.09144,0.63468,0.44844,0.52345,-1.32403
"754",-1.10232,-0.62644,-1.04357,-0.66314,0.03232,-1.20796,-1.06633,-1.1292,-0.43042,-1.07137,0.15195,-0.922,0.02127,-0.63052,-0.49015,-0.55504,-0.08863,-1.1129,-0.24321,0.00268,-0.37676,-0.81383,-1.04106,-0.66584,-0.88291,-1.1966,-1.23051,-0.95036,0.01228,-0.57947,-0.89903,-0.43238,-0.94859,-0.83471,-0.82942,-0.86139,-1.13372,-1.25428
"755",-1.45769,-1.3942,-1.46227,1.43037,1.6174,-1.21719,-1.37386,-1.36832,-1.47649,-1.21583,-1.28137,-0.99399,0.59227,-1.39979,0.64268,-1.40095,-1.56783,-1.20466,-1.24482,-0.2165,-1.06221,1.79529,-0.89752,-1.48332,-1.25268,-1.27619,-1.23051,-1.43337,-1.08902,0.43107,2.16319,-1.44434,-0.73124,-0.10556,-1.22961,0.1459,-1.161,-1.27981
"756",-1.45769,-1.3942,-1.46227,-1.40715,-1.04488,-1.21719,-1.37386,-1.36832,-1.47649,-1.21583,-1.28137,-0.40346,-1.36149,-1.39979,-1.39503,-1.40095,0.54333,-1.20466,-1.24482,-1.60767,-1.06221,-1.12665,-1.20963,-1.48332,-0.81108,-1.27619,-1.23051,-1.27503,-1.0002,-0.22545,-1.02707,-0.45281,-0.42388,-0.32109,-0.3876,-0.74394,-1.34579,-1.32403
"757",-1.45769,-1.3942,-1.11759,-1.40715,-1.42668,-1.21719,-1.37386,-1.36832,-1.47649,-0.94653,-1.28137,-1.03209,-1.36149,-1.39979,-1.39503,-1.40095,-1.56783,-1.20466,-1.24482,-0.61457,-1.06221,-1.12665,-1.20963,-1.48332,-1.18131,-0.81934,-1.14925,-1.43337,-1.08902,-1.29865,-1.26183,-1.44434,0.62202,-1.34158,-1.22961,1.30931,-0.20346,0.31928
